case_id,child_id,assigned_family,decision,selected_candidate_label,confidence,relationship_type,rationale,candidate_ranking,selected_parent_id,retrieval_sources,word5_score,word5_rank,word10_score,word10_rank,bm25_score,bm25_rank,function_score,function_rank
SHC044,4939,emergency_action,candidate,C01,0.91,both,"C01 plausibly supplied a concrete drafting template for the Burundi letter. Beyond the standard statutory opening shared by this document class, both letters use the same compact structure: identify a country situation as having been “marked by” a list of violent or destabilizing conditions; state that it threatens that country’s “peace, security, or stability”; conclude that it “continues to pose an unusual and extraordinary threat to the national security and foreign policy of the United States”; and then use the same necessity determination. C17 and C10 contain similarly adaptable African-conflict language and identical administrative machinery, but their factual sentence is somewhat less syntactically aligned with the child than C01.",C01|C17|C10,4966,bm25|word10|word5,0.509516716003418,1,0.4525590240955353,1,231.55396548895945,1,0.7450717687606812,7
SHC045,11373,emergency_action,candidate,C10,0.99,both,"C10 is the immediately preceding Florida energy-emergency extension and supplies nearly the entire concrete drafting structure of the child: the Governor-request predicate, extension of an earlier determination for thirty days, incorporation of the original conditions, rescission and termination of gubernatorial suspension orders if the emergency ends, preservation of EPA authority under Section 303, and the warning about Section 110(f)'s 120-day limit. C15 is also closely related but is the original determination rather than the more directly reused extension template. C09 shares an extension-determination form but lacks the distinctive Florida and Clean Air Act machinery.",C10|C15|C09,11381,bm25|function|same_family_recent|word10|word5,0.5708653926849365,1,0.4742581248283386,1,425.806278804251,1,0.7504734992980957,2
SHC046,6509,emergency_action,candidate,C01,0.99,both,"C01 is the expressly identified prior notice and is nearly verbatim across the full letter. The child preserves the same statutory explanation, notice-transmission formula, unresolved-crisis assessment, description of Libya's support for terrorism, threat finding, and determination to retain economic-pressure authorities, changing principally the anniversary date and references needed for the new President. C03 is an earlier version of the same Libya continuation template. C05 uses the same continuation-letter structure for Iran but lacks the Libya-specific language shared by C01 and C03.",C01|C03|C05,6566,bm25|function|same_family_recent|word10|word5,0.7880948781967163,1,0.6779497265815735,1,362.83611502803296,1,0.8670412302017212,2
SHC047,6741,emergency_action,candidate,C07,0.8,structural_functional_template,"C07 plausibly supplied a material structural template for the child letter. Both are congressional letters supporting an annual continuation of foreign-relations authorities: they explain the statutory continuation mechanism and congressional notification, recount prior annual continuations, describe ongoing negotiations or implementation that remain unfinished, and conclude with a presidential determination that interruption would harm important U.S. interests. C10 is nearly the same template but is a year older; C11 has a related annual-extension structure but a less closely parallel sequence. The shared wording is largely generic, so the relationship is principally structural rather than literal.",C07|C10|C11,6767,bm25,0.007265210617333651,10,0.0,2534,84.20987083023384,3,0.5120594501495361,262
SHC048,9936,emergency_action,candidate,C16,0.99,both,"C16 is the direct and expressly identified predecessor instrument. The child reproduces C16's title, date, statutory heading, agency structure, and fund-administration framework, then materially extends its coverage to subsequent appropriations and replaces ORHA with CPA throughout. This is concrete reuse of both language and administrative machinery, not merely similarity in subject matter. C11 and C10 are weaker parallels involving presidentially controlled funds and interagency allocation or transfer mechanisms, but neither matches the child's direct amendment relationship.",C16|C11|C10,9975,bm25|word10|word5,0.1820930391550064,1,0.12144625186920166,1,165.06300333183302,1,0.48336830735206604,897
SHC049,5163,emergency_action,candidate,C21,0.99,both,"C21 is a near-direct predecessor for the same Sudan emergency. The child preserves C21's distinctive account of the 1997 declaration, the April 2006 expansion, and the October 2006 additional steps, followed by virtually identical unresolved-crisis, threat, and continuation language. The principal adaptations are the anniversary date, presidential signature, directive-reference style, and a minor change from “comprehensive sanctions” to “sanctions.” C17 and C10 share the same framework but omit parts of the distinctive three-directive history reproduced in the child.",C21|C17|C10,5231,bm25|function|word10|word5,0.8836751580238342,1,0.7883684635162354,1,337.14955601164314,1,0.8642523884773254,2
SHC050,5536,emergency_action,candidate,C20,0.99,both,"C20 is a direct predecessor for the same Iraq emergency and supplies nearly the entire later letter's concrete drafting structure and much of its language. The child retains the same statutory explanation, notice-transmission sentence, unresolved-crisis paragraph, characterization of Iraqi conduct and threat, and determination to preserve economic-pressure authorities, with updates to the date, prior-notice reference, and a few phrases. C13 and C06 are weaker cross-target analogues sharing substantial language and structure, but C20 is decisively strongest.",C20|C13|C06,5716,bm25|function|word10|word5,0.6066614985466003,1,0.4601517915725708,1,314.32289807468726,1,0.8247374296188354,1
SHC051,4881,emergency_action,candidate,C09,0.99,both,"C09 is the immediately preceding continuation letter for the same Venezuela emergency and supplies the child’s concrete drafting structure, legal mechanism, emergency reference, and nearly verbatim factual predicate. The child preserves C09’s detailed sequence of alleged Venezuelan government conduct and its concluding determination, while updating the continuation date and reframing the predicate as an ongoing unusual and extraordinary threat. C15 is another highly similar Venezuela-specific predecessor but is less proximate; C06 is the strongest same-administration general continuation template but lacks the Venezuela-specific language.",C09|C15|C06,4929,bm25|function|word10|word5,0.7741724252700806,2,0.6903695464134216,2,373.3169060131426,2,0.800428569316864,2
SHC052,6337,emergency_action,candidate,C04,0.99,both,"C04 is a nearly verbatim earlier iteration of the same annual Iran-emergency continuation letter. It uses the identical statutory-notice structure, factual rationale, and operative determination, with principally the continuation date and prior-notice history updated. C14 and C03 are also strong earlier versions of the same recurring template, but C04 is temporally closer and matches the child's wording most precisely.",C04|C14|C03,6466,bm25|function|word10|word5,0.7870171070098877,1,0.6491356492042542,1,377.26880395415253,1,0.8376976847648621,3
SHC053,503,emergency_action,candidate,C06,0.98,both,"C06 plausibly supplied the child’s immediate drafting frame. Both are short executive orders headed “Section 1. Emergency Authority” and begin with the distinctive construction “To provide additional authority to [the Secretaries] to respond to the national emergency declared by [reference], the authority/authorities ... are invoked and made available, according to [their] terms.” Both then specify how the delegated emergency authority may be exercised and end with a consultation requirement. C02 is a strong substantive antecedent because it invokes the same 19 U.S.C. 1318 emergency authority for Treasury to extend customs deadlines during a national emergency, but its proclamation form and detailed warehouse provisions are less textually and structurally proximate. C05 uses closely related invocation language and an operative follow-on direction, but concerns military border authorities rather than customs deadlines.",C06|C02|C05,508,bm25|word10|word5,0.10683629661798477,1,0.02669379860162735,1,118.11975149916566,2,0.5454248785972595,16
SHC054,314,emergency_action,candidate,C05,0.96,both,"C05 plausibly supplied a material core template for the child. Both orders declare an IEEPA national emergency based on the PRC's exploitation of United States investment to advance military, intelligence, security, and cyber capabilities; prohibit specified investment transactions by United States persons; delegate implementation and rulemaking to Treasury after interagency consultation; prohibit evasion and conspiracy; define covered persons and transactions; and authorize NEA/IEEPA reports to Congress. The child substantially expands and adapts that machinery from publicly traded securities of identified military companies to notifiable and prohibited outbound investments in specified sensitive-technology sectors. C18 is also highly relevant because it restates and broadens C05's securities-investment regime, but C05 contains the especially close originating factual and legal formulation. C07 supplies some parallel technology-risk regulatory machinery but concerns domestic acquisition and use of foreign ICTS rather than outbound investment.",C05|C18|C07,460,bm25|function,0.05467018112540245,11,0.016863761469721794,49,408.7535217663905,4,0.6621933579444885,1
SHC055,11348,emergency_action,candidate,C21,0.99,both,"C21 is the July 6 determination that the child expressly extends, and it supplies nearly the entire child memorandum’s language and operative sequence: the Governor’s request and emergency predicate, extension of the determination subject to existing conditions, rescission and termination of suspension orders if the emergency ends, EPA monitoring and reporting, preservation of EPA authority, and the 120-day limitation. The child principally updates the extension dates and adds language protecting national ambient air-quality standards. C04 and C18 are earlier iterations of the same drafting lineage but are less immediate and somewhat less complete matches.",C21|C04|C18,11371,bm25|function|same_family_recent|word10|word5,0.6543629169464111,2,0.58796626329422,1,451.64308662527196,2,0.8776275515556335,1
SHC056,1462,emergency_action,candidate,C04,0.99,both,"C04 plausibly supplied a concrete drafting template. Issued less than two months earlier, it shares the child's national-emergency formulation, the same sanctions chapeau, an essentially verbatim anti-evasion prohibition, closely matching definitions, and the same sequence of Treasury implementation, redelegation, agency direction, rights disclaimer, effective-time provision, and congressional transmission/publication. This combined literal and structural correspondence materially exceeds routine similarity among sanctions orders.",C04|C18|C03,1472,bm25|same_family_recent|word10|word5,0.48820799589157104,1,0.3670019805431366,1,356.1135679225966,1,,
SHC057,1876,emergency_action,candidate,C18,0.96,both,"C18 plausibly supplied a concrete core template for the later Libya order. Both use nearly identical emergency findings, then prohibit imports, exports, and transportation involving the targeted country, delegate implementation to Treasury, prescribe a precise delayed effective time, and require transmission to Congress and publication in the Federal Register. The Libya order substantially expands this machinery with financial, contractual, travel, and anti-evasion provisions resembling C23 and C25, but C18 provides the strongest overall drafting skeleton.",C18|C23|C25,1906,function|same_family_recent|word10|word5,0.07602670788764954,1,0.04679342359304428,1,199.50522950729945,7,0.620669960975647,2
SHC058,460,emergency_action,candidate,C05,0.78,both,"C05 plausibly supplied a concrete drafting framework for the child. Both are recent Trump orders addressing a PRC-linked economic threat through a transaction prohibition, followed in the same order by an authorization-or-license exception, identical anti-evasion and conspiracy provisions, definitions of person/entity/United States person, and delegated implementation authority with agency-wide assistance. Although much of this is standard IEEPA machinery, the combined sequence, close language, shared PRC predicate, and transaction-focused mechanism make C05 more than a merely topical analogue. C25 is nearly as strong but has slightly less overlap in its threat framing; C08 supplies similar Treasury-centered sanctions administration but is a broader and less closely matched sanctions order.",C05|C25|C08,475,bm25,0.12649579346179962,27,0.07614056020975113,26,365.96431195648665,5,0.5583414435386658,144
SHC059,4874,emergency_action,candidate,C11,0.99,both,"C11 is the prior continuation letter for the same cyber-related national emergency and supplies nearly the entire later letter's structure and distinctive substantive language. The child preserves C11's statutory explanation, publication-and-transmission statement, threat finding, and concluding presidential determination, changing principally the anniversary date and adding references to the intervening amendment. C06 is a close model for the 2018 procedural wording, while C08 supplies the underlying cyber-emergency predicate but is not itself the continuation-letter template.",C11|C06|C08,4971,bm25|function|word10|word5,0.7248833775520325,1,0.6003426909446716,1,284.743782684763,1,0.853182315826416,1
SHC060,4709,emergency_action,candidate,C09,0.99,both,"C09 is a prior continuation letter concerning the identical Cuba emergency and vessel-regulation authority. The child closely preserves its document structure, statutory-notice paragraph, sequence of Cuba-specific justifications, and operative determination, with only updated dates and limited revisions to the factual framing. C21 and C02 are also close predecessors in the same drafting lineage, but C09 is the latest displayed letter with the closest language and the same set of four referenced amendments.",C09|C21|C02,4818,bm25|function|word10|word5,0.6215846538543701,1,0.4608120322227478,1,443.8817847909705,1,0.8383000493049622,2
SHC061,17699,national_monument_action,candidate,C23,0.99,both,"C23 is a compelling material drafting template. The child closely reproduces C23's distinctive sequence and language: an expanded series of Antiquities Act findings; proclamation and withdrawal; management by a military-associated land manager in consultation with Interior; management-plan rulemaking, maximum public involvement, and final authority; protection of sacred sites and specified gathering rights; meaningful Tribal engagement based on Indigenous Knowledge; infrastructure and valid-rights savings clauses; munitions-remediation provisions; military-overflight language; dominant-reservation warning; and severability. These extensive parallels go well beyond routine national-monument boilerplate. C04 and C19 share several management, Tribal, infrastructure, and military clauses, but neither matches the child's overall machinery as closely as C23.",C23|C04|C19,17756,bm25|same_family_recent|word10|word5,0.2675904631614685,1,0.2122645378112793,1,835.2098424670795,1,0.6921272277832031,17
SHC062,17756,national_monument_action,candidate,C08,0.97,both,"C08 plausibly supplied a concrete and material drafting template. Beyond standard monument-establishment clauses, the child reproduces C08's distinctive Forest Service management machinery: management by the Secretary of Agriculture through the Forest Service; consultation with the Secretary of the Interior; final decision authority retained by Agriculture; express exclusion of Interior's national-park and national-monument rules; a separate transportation plan; continued Forest Service grazing administration; vegetative-treatment authority; Colorado fish-and-wildlife jurisdiction; dominant-reservation language; and the closing warning. C17 is also a strong likely source for expanded public-participation, infrastructure, sacred-site, emergency-response, vegetation, and aviation provisions. C01 closely parallels the general operative sequence and several tribal, infrastructure, travel, military, and emergency clauses, but its dual-agency management structure is less closely matched than C08's.",C08|C17|C01,13107,rrf_fill,0.06442058086395264,10,0.0392104908823967,11,878.0802219685681,13,0.6126009225845337,7
SHC063,19609,national_monument_action,candidate,C04,0.94,both,"C04 plausibly supplied a material drafting template for the child. Both are proclamations establishing a new national monument under section 2 of the 1906 Act and use the same operative machinery: preservation of valid existing rights; immediate reservation of federally owned or controlled lands within described boundaries; automatic incorporation of nonfederal lands upon federal acquisition; withdrawal from appropriation under the public-land laws; a monument-administration provision; and the same warning against damage or settlement. C03 and C18 contain closely related acquisition and reservation language, but C04 is strongest because it likewise establishes a monument and combines that language with an express public-land withdrawal.",C04|C03|C18,14090,bm25|function|word10|word5,0.09787199646234512,1,0.060824599117040634,1,301.76271317872164,4,0.7191857099533081,5
SHC064,12745,national_monument_action,candidate,C09,0.99,both,"C09 plausibly supplied a concrete and material drafting template. The child closely follows C09's distinctive sequence and wording for monument proclamation and withdrawal, BLM/National Landscape Conservation System administration, preparation of a management plan with tribal/State/local consultation, designated-route vehicle restrictions, tribal-site protections, continuation of grazing rules, and State fish-and-wildlife jurisdiction. C11 and C06 also contain relevant Forest Service and interagency-management language, but C09 supplies the strongest overall textual and structural match.",C09|C11|C06,12846,bm25|word10|word5,0.1406698226928711,1,0.0984971895813942,1,963.2578790747143,2,0.6406844854354858,14
SHC065,14520,national_monument_action,candidate,C25,0.97,both,"C25 is a strong material template. Both directives respond to an error in an earlier monument boundary description, explain that redefining the external boundaries is in the public interest, and then proclaim that lands within a metes-and-bounds description shall constitute the monument. This shared problem-specific sequence and operative machinery are substantially more concrete than the generic monument enlargement or exclusion provisions in other candidates. C23 and C07 also use a comprehensive boundary description, but neither matches the child’s correction-of-error rationale as closely.",C25|C23|C07,15013,bm25,0.1029181256890297,12,0.06359058618545532,18,177.2244776163942,5,0.6257073283195496,8
SHC066,14438,national_monument_action,candidate,C09,0.99,both,"C09 is a direct and material drafting template. It concerns the same monument and uses nearly identical recitals about excess Atomic Energy Commission land transferred to the National Park Service with General Services Administration approval. The child repeats C09's operative language for adding and reserving land, extending the monument boundaries, applying monument laws, conditioning activities on the Atomic Energy Commission's noninterference judgment, and warning against damage or settlement. The child adapts that template to a later parcel and adds separate exclusion, restoration, and transfer provisions. C20 is the next strongest because it combines monument enlargement, interagency transfer, monument-law coverage, and a neighboring agency's retained noninterference protection. C19 parallels the add/exclude boundary-revision sequence but lacks the distinctive AEC machinery.",C09|C20|C19,14589,bm25|word10|word5,0.14608389139175415,1,0.08927278220653534,1,575.7610350636774,1,0.6695499420166016,13
SHC067,15896,national_monument_action,candidate,C09,0.97,both,"C09 plausibly supplied a concrete drafting template. The child reproduces C09's distinctive Clinton-era monument framework: the same establishment formula, an almost verbatim expanded public-land withdrawal, an off-road vehicle prohibition framed around protecting identified objects, an identical federal water-reservation clause, a state fish-and-wildlife savings clause, valid-existing-rights language, dominant-reservation language, and the standard warning. C14 and C08 share substantial portions of the same framework, but C09 is strongest because it also contains the vehicle, water, and state-jurisdiction provisions adapted in the child.",C09|C14|C08,15951,bm25|word10|word5,0.18193423748016357,1,0.15269127488136292,1,657.5037868084742,1,0.5623621940612793,45
SHC068,14670,national_monument_action,candidate,C01,0.99,both,"C01 plausibly supplied a concrete drafting template for the child. Both proclamations revise a national monument through the same distinctive operative sequence: exclude specifically described lands; temporarily withhold the excluded lands from application, location, settlement, entry, or appropriation until an authorized Interior officer orders otherwise; subject to valid existing rights, add and reserve described lands as part of the monument and apply the monument's laws, rules, and regulations; and give the same express warning against damaging monument features or locating or settling on monument lands. C18 is also a strong parallel, while C12 contains the exclusion-and-temporary-withdrawal machinery but not the full monument exclusion/addition sequence.",C01|C18|C12,14846,bm25|function|word10|word5,0.08171188831329346,2,0.0369187667965889,2,345.3953707182563,5,0.6829604506492615,3
SHC069,15054,national_monument_action,candidate,C03,0.99,both,"C03 is a highly plausible direct drafting template. Both proclamations enlarge a national monument to preserve prehistoric ruins and use nearly identical operative language and the same sequence: public-interest findings; addition and reservation of specifically described land subject to existing rights; an express warning against damage, removal, and settlement; and assignment of supervision, management, and control to the National Park Service under the same statute. C10 and C16 share much of this monument-enlargement machinery but concern historic or geological resources rather than closely comparable prehistoric ruins.",C03|C10|C16,15193,bm25|function|word10|word5,0.3034413456916809,2,0.255532443523407,2,336.374393816984,1,0.7059144377708435,3
SHC070,12888,national_monument_action,candidate,C04,0.97,both,"C04 is the strongest drafting-template candidate. Issued only a year earlier, it supplies a nearly identical sequence of operative provisions and unusually close language: proclamation and mapped reservation of federal lands; withdrawal from public-land, mining, and mineral-leasing laws; reservation of non-federal lands upon federal acquisition; management by Interior through BLM as part of the National Landscape Conservation System; the same designated-road-and-trail vehicle restrictions; Indian-rights and state-jurisdiction savings clauses; dominant-reservation language; and the same warning. C02 is also materially relevant because it established the very monument being enlarged and supplied both factual language and much of the underlying administrative framework, but C04 more closely matches the child’s updated Obama-era wording and full operative arrangement. C08 is a strong contemporary parallel but lacks the direct monument-specific connection of C02 and is less textually close than C04.",C04|C02|C08,13034,bm25|word10|word5,0.18876565992832184,1,0.14751243591308594,1,673.5204408941071,2,0.7096594572067261,10
SHC071,13651,national_monument_action,candidate,C20,0.99,both,"C20 plausibly supplied a concrete and material drafting template. Beyond the standard national-monument formula, the child reproduces C20's specialized Armed Forces machinery in substantially the same sequence and language: exemption of military activities, a practicability-and-operational-requirements standard, and prompt interagency coordination to mitigate and restore resources after incidents. The child adapts that marine-monument framework to a multi-site World War II monument and adds a real-property protection. C24 is a direct policy precursor and supplies the Pearl Harbor/Pacific-war subject and military-mission constraint, but it is an assessment memorandum rather than the strongest operative drafting template. C22 provides a parallel dual-agency management and resource-sharing structure, though with different agencies and less distinctive overlap than C20.",C20|C24|C22,13946,word10|word5,0.17882058024406433,1,0.1453126221895218,1,431.0455627490149,22,0.5620421767234802,21
SHC072,14617,national_monument_action,candidate,C08,0.99,both,"C08 plausibly supplied a concrete drafting template. It uses the same integrated machinery for modifying a national monument: public-interest recitals supporting both an exclusion and an addition; descriptions of the affected tracts; temporary withdrawal of excluded lands from application, location, settlement, entry, or appropriation until an Interior officer orders otherwise; and the same express warning protecting monument features and lands. The child adapts this highly specific structure and closely matching language to Arches National Monument. C01 and C09 contain similarly strong machinery, but C08 is the closest overall match in language, function, and proximity in time.",C08|C01|C09,14670,function|word10|word5,0.27574267983436584,1,0.15238523483276367,1,248.0738029104999,11,0.7752729058265686,1
SHC073,15192,national_monument_action,candidate,C09,0.99,both,"C09 plausibly supplied the concrete drafting template for nearly the entire operative monument portion of the child. Both proclamations use the same sequence: donated land and public-interest recitals; a proclamation adding specifically described land to a national monument subject to valid existing rights; a warning against damaging monument features or settling on its lands; and assignment of supervision, management, and control to the National Park Service under the same 1916 statute. C10 and C02 closely match the child's anomalous opening trademark recital, but that recital is only a fragment and does not match the child's operative machinery; C09 is therefore materially stronger overall.",C09|C10|C02,15206,bm25|function|same_family_recent|word10|word5,0.23719409108161926,4,0.1745220273733139,4,272.0271387492906,1,0.7339174151420593,1
SHC074,14980,national_monument_action,candidate,C07,0.99,both,"C07 is a compelling direct template: it is the immediately preceding enlargement of the same monument, is expressly identified in the child’s recital, and supplies nearly verbatim the child’s operative sequence—adding and reserving described Colorado lands subject to the same qualifications, warning against the same unauthorized activities, and assigning the added lands to National Park Service administration under the same statute. C03 and C06 share much of this monument-enlargement machinery, but C07 uniquely matches the monument, geographic setting, qualifications, and wording.",C07|C03|C06,15054,bm25|function|word10|word5,0.45197412371635437,1,0.32620173692703247,1,430.38334748414474,1,0.8307833671569824,1
SHC075,14634,national_monument_action,candidate,C06,0.99,both,"C06 plausibly supplied a concrete drafting template. It uses the same monument-boundary machinery: a recital finding lands unnecessary for the care, management, and protection of scientific objects; an operative exclusion of legally described parcels; and an immediately following withdrawal of the excluded lands from application, location, settlement, entry, or other appropriation until further Interior Department order. C09 and C17 contain closely related machinery, but C06 is the strongest match in language, sequence, subject matter, and temporal proximity.",C06|C09|C17,14670,bm25|function|same_family_recent|word10|word5,0.17763398587703705,1,0.08233017474412918,1,289.17642617995256,2,0.6956064701080322,3
SHC076,15953,national_monument_action,candidate,C08,0.98,both,"C08 plausibly supplied a concrete drafting template. The child reproduces its distinctive Clinton-era sequence and wording: reservation of “lands and interests in lands” identified by an attached document or map; a smallest-compatible-area finding; appropriation and withdrawal expressly covering leasing; an exception for exchanges furthering monument protection; automatic inclusion of non-Federal lands upon acquisition; preservation of existing withdrawals while making the monument dominant; and the same closing warning. C10 and C19 are close structural precedents specifically for monument enlargements, but their Alaska-specific wording and older land-and-water formulation are less textually aligned with the child.",C08|C10|C19,16296,bm25|function|same_family_recent|word10|word5,0.18289069831371307,1,0.14623834192752838,1,499.16217623232353,2,0.8153403401374817,1
SHC077,17351,national_monument_action,candidate,C07,0.94,both,"C07 plausibly supplied a material drafting template for the child. Beyond the standard monument formula, the two proclamations share a distinctive modern sequence of findings: Tribal sacredness since time immemorial; protection of all identified objects whether or not expressly labeled; threats and inadequacy of existing protections; necessity of an Antiquities Act reservation; and smallest-compatible-area findings. Both then establish a monument covering geographically discrete landscapes and employ Tribal-centered management informed by Indigenous Knowledge. C10 is especially close in its advisory-committee and Tribal commission machinery, while C05 shares much of the Biden-era findings and co-stewardship structure, but C07 is the closest overall combination of language, rationale, and administrative design.",C07|C10|C05,17626,bm25|word10,0.05416668578982353,7,0.04295764118432999,5,1020.08875588545,5,0.5924906134605408,66
SHC078,12413,national_monument_action,candidate,C09,0.98,both,"C09 plausibly supplied a concrete drafting template for the child. Beyond standard monument-establishment clauses, the two proclamations use an unusually close sequence and wording for National Park Service management: a three-year plan developed with public involvement and a named partner; two nearly identical preservation-and-interpretation purposes; a requirement to define relationships with resources, programs, and organizations inside and outside the National Park System; and an agreements clause listing the same five categories of cooperative activity. C20 and C14 share substantial portions of this machinery, but C09 is the closest literal and structural match.",C09|C20|C14,12554,bm25|function|word10|word5,0.0952366292476654,2,0.08203821629285812,2,693.3443208569313,1,0.7057723999023438,5
SHC079,19607,national_monument_action,candidate,C04,0.93,both,"C04 plausibly supplied a material drafting template. Both proclamations establish a national monument under the Antiquities Act using the same linked machinery: reserve federally owned or controlled lands within specified boundaries, withdraw them from appropriation under the public-land laws, automatically reserve nonfederal inholdings upon federal acquisition of title, preserve valid existing rights, and warn against unauthorized damage or settlement. C13 and C11 also contain meaningful components of this pattern, especially contingent incorporation of nonfederal lands; C13 additionally parallels the child's dominant-reservation clause. But C04 is the strongest overall match because it combines the establishment function with the federal-land withdrawal and future-acquisition provisions in nearly the same operative sequence.",C04|C13|C11,14090,function|word10|word5,0.09903448075056076,1,0.06219180300831795,1,272.8492884985718,9,0.7245311737060547,1
SHC080,19611,national_monument_action,candidate,C13,0.9,both,"C13 is the strongest plausible template because it is the immediately preceding enlargement of the same monument and shares the same core drafting sequence: history and scientific justification, Antiquities Act authority, addition of federally owned or controlled lands, protection of valid existing rights, a warning against damage and settlement, and treatment of preexisting withdrawals and Alaska-specific claims. The child materially expands and adapts that machinery for a much larger addition, submerged lands and waters, water rights, subsistence uses, and later Alaska statutes. C14 and C18 contain additional close monument-enlargement formulas, especially future incorporation of nonfederal lands; C14 also parallels the child's dominant-reservation clause. Nevertheless, C13's same-monument continuity and Alaska-specific provisions make it the likeliest direct drafting source.",C13|C14|C18,14088,bm25|word10|word5,0.09594135731458664,5,0.0615670271217823,4,368.8410796610654,1,0.5820354223251343,69
SHC081,12273,trade_proclamation,candidate,C08,0.94,both,"C08 plausibly supplied a concrete and material drafting template. Both proclamations impose new import restrictions by modifying subchapter III of chapter 99 of the HTS through an annex; exclude specified countries and products; delegate product-exclusion decisions to an executive official; require Federal Register publication before modifying the HTS to administer exclusions; use nearly identical entry-date, duration, and supersession clauses; and concern steel-sector import relief. C19 and C11 share much of the same safeguard-proclamation architecture and are temporally closer, but C08 supplies the especially material product-exclusion machinery and is the strongest displayed antecedent.",C08|C19|C11,15687,bm25|function|word10|word5,0.049347102642059326,3,0.020770303905010223,3,400.2118800795363,3,0.6139320731163025,1
SHC082,15094,trade_proclamation,candidate,C17,0.99,both,"C17 is a direct and highly specific drafting template. The child repeats its seven-recital structure, the same Annecy accession and Cuban-agreement background, the same two linked presidential determinations, and the same two-part operative machinery. It principally substitutes Sweden and April 30, 1950 for Greece and March 9, 1950, changes the identified concessions, and adapts the Cuban-list amendment from deleting one item to revising and deleting several items. The child also expressly identifies C17 as a supplement to the December 22, 1949 proclamation. C03 and C16 are strong earlier ancestors of the same two-track GATT/Cuba supplement structure, but their language and machinery are less immediately congruent than C17's.",C17|C03|C16,15104,bm25|function|same_family_recent|word10|word5,0.7634584903717041,1,0.6928775906562805,1,584.6433816738103,1,0.7539622783660889,1
SHC083,15574,trade_proclamation,candidate,C10,0.99,both,"C10 plausibly supplied a concrete and material drafting template. It addresses the identical task of modifying NAFTA rules of origin in general note 12 to the HTS, uses the same statutory account of section 202 and section 202(q), recalls the same 1993 implementation proclamation, and follows the same operative sequence: Annex-based modification, supersession of inconsistent prior directives, and effective dates for entered or warehoused goods. The child substantially condenses and adapts this machinery for new Canadian and Mexican effective dates. C02 is also a strong earlier analogue for the same rules-of-origin machinery, while C20 closely parallels the child's distinctive delegation to USTR of a later effective date but concerns GSP rather than NAFTA rules of origin.",C10|C02|C20,15701,function|word10|word5,0.5726824402809143,1,0.40227416157722473,1,319.17663431601574,6,0.7376880645751953,2
SHC084,17129,trade_proclamation,candidate,C05,0.99,both,"C05 is an exceptionally close, concrete drafting template. The child reproduces its three-part recital and operative structure, with Poland substituted for Hungary: a section 502 eligibility determination using the same language, a section 604 HTS authority recital, insertion of the country into the same HTS general note and list, an identical supersession clause, and the same dual effective-date formula. C15 and C09 contain related country-designation machinery, but each uses the older TSUS framework and includes additional subject matter.",C05|C15|C09,17157,bm25|function|same_family_recent|word10|word5,0.8257369995117188,1,0.6842086911201477,1,370.32577408101145,1,0.7681546807289124,1
SHC085,14919,trade_proclamation,candidate,C05,0.98,both,"C05 plausibly supplied a concrete drafting template. Both proclamations follow the same distinctive sequence: identify a specific GATT schedule item and its existing concessionary duty; recite a Tariff Commission investigation finding increased imports and serious injury to a like or directly competitive domestic industry; cite section 350(a)(2); determine that modifying the concession and applying a revised duty is appropriate; then use paired paragraphs (a) and (b) to restate the schedule item and apply its modified rates, followed by a clause modifying the prior implementing proclamation. C02 is also a very close safeguard-duty precedent, but its paragraph (a) directly changes a quoted rate rather than using C05's closer 'item ... modified ... to read' formulation. C22 shares the injury-and-concession machinery but uses partial termination rather than the child's paired modification-and-application structure.",C05|C02|C22,14992,bm25|word5,0.21505862474441528,2,0.08819693326950073,11,356.6539613158579,2,0.6095818877220154,8
SHC086,13563,trade_proclamation,candidate,C22,0.96,both,"C22 plausibly supplied a concrete drafting template. Both proclamations follow the same distinctive safeguard structure: a USITC affirmative injury determination and remedy recommendations; a presidential determination to provide relief; relief framed as additional duties lasting roughly three years with rates reduced in later years; invocation of section 604 authority; modification of subchapter III of chapter 99 of the HTS through an annex; and nearly identical effectiveness, duration, and supersession clauses. C02 and C23 share much of this machinery, but C22 is strongest because its remedy is an annually declining additional duty rather than principally a tariff-rate quota or a mixed package of safeguards.",C22|C02|C23,15942,bm25|word5,0.19636210799217224,5,0.09199725091457367,7,311.37687046814614,5,,
SHC087,20003,trade_proclamation,candidate,C05,0.99,both,"C05 is an unmistakable concrete drafting template. The child repeats nearly the entire recital and operative structure of C05, retains its earlier 25,000,000- and 60,000,000-pound authorizations in the amended subdivision, and adds a new 80,000,000-pound period. It also preserves the license waiver, identical 2,500,000-pound per-entity ceiling, and continuation pending Tariff Commission recommendations. C10 is the earlier source of the same subdivision and machinery, while C02 is a strong but less textually exact emergency dairy-quota precedent.",C05|C10|C02,20017,bm25|function|same_family_recent|word10|word5,0.8664876818656921,1,0.7936272621154785,1,615.7813744596307,1,0.8374549150466919,1
