document_id,url,date,president,doc_type,term,source_file,authority_category,self_executing_category,rationale,evidence_phrase,evidence_excerpt,directive_title,vesting_clauses
12356,https://www.presidency.ucsb.edu/documents/proclamation-9622-national-ocean-month-2017,"May 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim June 2017 as National Ocean Month. This month,"...eficit. Now, Therefore, I, Donald J. Trump, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as National Ocean Month. This month, I call upon Americans to reflect on the value and importance of the oceans not only to our security and economy, but also as a source of r...",Proclamation 9622 National Ocean Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,""]"
12357,https://www.presidency.ucsb.edu/documents/proclamation-9619-great-outdoors-month-2017,"May 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,urge all Americans to set aside time during the month of June to visit our great outdoors and experience America's natural and cultural history. This month,"...of our vitally important public lands, especially through public-private partnerships to help clear the backlog of deferred maintenance. I urge all Americans to set aside time during the month of June to visit our great outdoors and experience America's natural and cultural history. This month in particular, we celebrate our Nation's remarkable natural heritage and express our gratitude to those who help preserve our natural habit...",Proclamation 9619 Great Outdoors Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12360,https://www.presidency.ucsb.edu/documents/proclamation-9620-national-caribbean-american-heritage-month-2017,"May 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim June 2017 as National Caribbean-American Heritage Month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim June 2017 as National Caribbean-American Heritage Month. I encourage all Americans to join in celebrating the history, culture, and achievements of Caribbean Americans with appropriate ceremonies...",Proclamation 9620 National Caribbean American Heritage Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12363,https://www.presidency.ucsb.edu/documents/proclamation-9614-world-trade-week-2017,"May 19, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim May 21 through May 27, 2017, as World Trade Week. I encourage Americans to observe this week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 21 through May 27, 2017, as World Trade Week. I encourage Americans to observe this week with events, trade shows, and educational programs that celebrate the benefits of trade to our country. In Witness Whereof, I have hereunt...",Proclamation 9614 World Trade Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12364,https://www.presidency.ucsb.edu/documents/proclamation-9612-emergency-medical-services-week-2017,"May 19, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,agency reporting/review/coordination directive,"Department of Health and Human Services, the Department of Homeland Security, and the EMS community—will help develop","...he changing needs of our communities. The EMS Agenda 2050 project—a joint effort by the National Highway Traffic Safety Administration, the Department of Health and Human Services, the Department of Homeland Security, and the EMS community—will help develop a vision for meeting our communities' future emergency medical services needs and improve the health of all Americans. We commend these eff...",Proclamation 9612 Emergency Medical Services Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12368,https://www.presidency.ucsb.edu/documents/proclamation-9608-military-spouse-day-2017,"May 12, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim May 12, 2017, as Military Spouse Day. I call upon the people of the United States to honor military spouses with appropriate ceremonies","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 12, 2017, as Military Spouse Day. I call upon the people of the United States to honor military spouses with appropriate ceremonies and activities. In Witness Whereof, I have hereunto set my hand this twelfth day of May, in the year of our Lord two thousand seventeen, a...",Proclamation 9608 Military Spouse Day 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12371,https://www.presidency.ucsb.edu/documents/proclamation-9607-public-service-recognition-week-2017,"May 05, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim May 7 through May 13, 2017, as Public Service Recognition Week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 7 through May 13, 2017, as Public Service Recognition Week. I call upon Americans and all Federal, State, tribal, and local government agencies to recognize the dedication of our Nation's public ser...",Proclamation 9607 Public Service Recognition Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12372,https://www.presidency.ucsb.edu/documents/proclamation-9606-national-hurricane-preparedness-week-2017,"May 05, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim May 7 through May 13, 2017, as National Hurricane Preparedness Week. I call upon Americans living in hurricane-prone areas to observe this week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 7 through May 13, 2017, as National Hurricane Preparedness Week. I call upon Americans living in hurricane-prone areas to observe this week by making use of the online resources provided by the NWS and FEMA and by taking actions to safeguard their families, homes, and businesses...",Proclamation 9606 National Hurricane Preparedness Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12374,https://www.presidency.ucsb.edu/documents/proclamation-9603-national-mental-health-awareness-month-2017,"May 01, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim May 2017 as National Mental Health Awareness Month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as National Mental Health Awareness Month. I call upon all Americans to support citizens suffering from mental illness, raise awareness of mental health conditions through appropria...",Proclamation 9603 National Mental Health Awareness Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12376,https://www.presidency.ucsb.edu/documents/proclamation-9598-national-physical-fitness-and-sports-month-2017,"April 28, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim May 2017, as National Physical Fitness and Sports Month","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017, as National Physical Fitness and Sports Month. I call upon the people of the United States to make physical activity and sports participation a priority in their lives. In Witness Wher...",Proclamation 9598 National Physical Fitness And Sports Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12378,https://www.presidency.ucsb.edu/documents/proclamation-9599-older-americans-month-2017,"April 28, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim May 2017 as Older Americans Month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as Older Americans Month. I call upon all Americans to honor our elders, acknowledge their contributions, care for those in need, and reaffirm our country's commitm...",Proclamation 9599 Older Americans Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12380,https://www.presidency.ucsb.edu/documents/proclamation-9600-national-charter-schools-week-2017,"April 28, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 30 through May 6, 2017, as National Charter Schools Week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 30 through May 6, 2017, as National Charter Schools Week. I commend our Nation's successful public charter schools, teachers, and administrators, and I call on States and communities to empower pa...",Proclamation 9600 National Charter Schools Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12381,https://www.presidency.ucsb.edu/documents/proclamation-9596-jewish-american-heritage-month-2017,"April 28, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim May 2017 as Jewish American Heritage Month. I call upon all Americans to celebrate the heritage and contributions of American Jews and to observe this month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as Jewish American Heritage Month. I call upon all Americans to celebrate the heritage and contributions of American Jews and to observe this month with appropriate programs, activities, and ceremonies. In Witness Whereof, I have hereunto set my hand this twenty-eighth day of April, in...",Proclamation 9596 Jewish American Heritage Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12382,https://www.presidency.ucsb.edu/documents/proclamation-9601-small-business-week-2017,"April 28, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 30 through May 6, 2017, as Small Business Week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 30 through May 6, 2017, as Small Business Week. I call upon all Americans to recognize the critical contributions of America's entrepreneurs and small business owners as they grow our Na...",Proclamation 9601 Small Business Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12383,https://www.presidency.ucsb.edu/documents/proclamation-9597-national-foster-care-month-2017,"April 28, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim May 2017 as National Foster Care Month. I call upon all Americans to observe this month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim May 2017 as National Foster Care Month. I call upon all Americans to observe this month by taking time to help children and youth in foster care and to recognize the commitment of those who touch their lives, particularly celeb...",Proclamation 9597 National Foster Care Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12385,https://www.presidency.ucsb.edu/documents/proclamation-9593-national-volunteer-week-2017,"April 21, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 23 through April 29, 2017, as National Volunteer Week. I call upon all Americans to observe this week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 23 through April 29, 2017, as National Volunteer Week. I call upon all Americans to observe this week by volunteering in service projects across our country and pledging to make service a part of their daily lives. In Witness Whereof, I hav...",Proclamation 9593 National Volunteer Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12386,https://www.presidency.ucsb.edu/documents/proclamation-9592-national-park-week-2017,"April 14, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 15 through April 23, 2017, as National Park Week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 15 through April 23, 2017, as National Park Week. I encourage all Americans to celebrate by visiting our national parks and learning more about the natural, cultural, and historical herita...",Proclamation 9592 National Park Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12387,https://www.presidency.ucsb.edu/documents/proclamation-9590-pan-american-day-and-pan-american-week-2017,"April 07, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 14, 2017, as Pan American Day and April 9 through April 15, 2017, as Pan American Week. I call upon the people of the United States to observe this day with appropriate ceremonies","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 14, 2017, as Pan American Day and April 9 through April 15, 2017, as Pan American Week. I call upon the people of the United States to observe this day with appropriate ceremonies and activities. In Witness Whereof, I have hereunto set my hand this seventh day of April, in the year of our Lord two thousand seventeen,...",Proclamation 9590 Pan American Day And Pan American Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12388,https://www.presidency.ucsb.edu/documents/proclamation-9591-national-former-prisoner-war-recognition-day-2017,"April 07, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 9, 2017, as National Former Prisoner of War Recognition Day. I call upon Americans to observe this day","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 9, 2017, as National Former Prisoner of War Recognition Day. I call upon Americans to observe this day by honoring the service and sacrifice of all our former prisoners of war and to express our Nation's eternal gratitude for their sacrifice....",Proclamation 9591 National Former Prisoner War Recognition Day 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12391,https://www.presidency.ucsb.edu/documents/proclamation-9587-national-crime-victims-rights-week-2017,"April 03, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim April 2 through April 8, 2017, as National Crime Victims' Rights Week","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2 through April 8, 2017, as National Crime Victims' Rights Week. I urge all Americans, families, law enforcement, community and faith-based organizations, and private organizations to work together to su...",Proclamation 9587 National Crime Victims Rights Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12392,https://www.presidency.ucsb.edu/documents/proclamation-9585-national-sexual-assault-awareness-and-prevention-month-2017,"March 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,agency reporting/review/coordination directive,task force on crime reduction and public safety. This task force will develop,"...preventing future abuse, and prosecuting offenders to the full extent of the law. I have already directed the Attorney General to create a task force on crime reduction and public safety. This task force will develop strategies to reduce crime and propose new legislation to fill gaps in existing laws. Prevention means reducing the prevalence of sexual v...",Proclamation 9585 National Sexual Assault Awareness And Prevention Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12393,https://www.presidency.ucsb.edu/documents/proclamation-9584-national-financial-capability-month-2017,"March 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim April 2017 as National Financial Capability Month. I call upon all Americans to observe this month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Financial Capability Month. I call upon all Americans to observe this month by engaging in activities that improve their understanding of important financial decisions. In Witness Whereof, I have hereunto set my ha...",Proclamation 9584 National Financial Capability Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12394,https://www.presidency.ucsb.edu/documents/proclamation-9581-cancer-control-month-2017,"March 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"request of the Congress, that dates back to 1938, to declare April as ""Cancer Control Month","...es, and communities, as well as the importance of promoting prevention and early detection, my Administration wholeheartedly concurs in the request of the Congress, that dates back to 1938, to declare April as ""Cancer Control Month."" Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constituti...",Proclamation 9581 Cancer Control Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Because of the toll cancer imposes on our citizens, families, and communities, as well as the importance of promoting prevention and early detection, my Administration wholeheartedly concurs in the request of the Congress, that dates back to 1938, to declare April as \""Cancer Control Month.\"" Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12395,https://www.presidency.ucsb.edu/documents/proclamation-9583-national-donate-life-month-2017,"March 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim April 2017 as National Donate Life Month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Donate Life Month. I call upon healthcare professionals, volunteers, educators, government agencies, faith-based and community groups, and private organizati...",Proclamation 9583 National Donate Life Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12396,https://www.presidency.ucsb.edu/documents/proclamation-9586-world-autism-awareness-day-2017,"March 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim Sunday, April 2, 2017, as World Autism Awareness Day","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim Sunday, April 2, 2017, as World Autism Awareness Day. I invite all Americans to Light it Up Blue, which Melania and I will do at the White House. I call upon all Americans to learn more about...",Proclamation 9586 World Autism Awareness Day 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12397,https://www.presidency.ucsb.edu/documents/proclamation-9582-national-child-abuse-prevention-month-2017,"March 31, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim April 2017 as National Child Abuse Prevention Month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim April 2017 as National Child Abuse Prevention Month. I call upon all Americans to be alert to the safety and well-being of children and to support efforts that promote their physical, emotion...",Proclamation 9582 National Child Abuse Prevention Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12398,https://www.presidency.ucsb.edu/documents/proclamation-9580-greek-independence-day-national-day-celebration-greek-and-american,"March 24, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim March 25, 2017, as Greek Independence Day: A National Day of Celebration of Greek and American Democracy. I call upon the people of the United States to observe this day","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim March 25, 2017, as Greek Independence Day: A National Day of Celebration of Greek and American Democracy. I call upon the people of the United States to observe this day with appropriate ceremonies and activities. In Witness Whereof, I have hereunto set my hand this twenty-fourth day of March, in the year o...",Proclamation 9580 Greek Independence Day National Day Celebration Greek And American,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12399,https://www.presidency.ucsb.edu/documents/proclamation-9579-national-agriculture-day-2017,"March 21, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim March 21, 2017, as National Agriculture Day. I encourage all Americans to observe this day","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim March 21, 2017, as National Agriculture Day. I encourage all Americans to observe this day by recognizing the preeminent role that agriculture plays in Americans' daily life, acknowledging agriculture's continuing importance to ou...",Proclamation 9579 National Agriculture Day 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12406,https://www.presidency.ucsb.edu/documents/proclamation-9572-national-african-american-history-month-2017,"February 01, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim February 2017 as National African American History Month. I call upon public officials, educators, librarians, and all the people of the United States to observe this month","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim February 2017 as National African American History Month. I call upon public officials, educators, librarians, and all the people of the United States to observe this month with appropriate programs, ceremonies, and activities. In Witness Whereof, I have hereunto set my hand this first day of February, in the...",Proclamation 9572 National African American History Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12407,https://www.presidency.ucsb.edu/documents/proclamation-9571-national-school-choice-week-2017,"January 26, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim January 22 through January 28, 2017, as National School Choice Week. In Witness Whereof, I have hereunto set my hand this twenty-fifth day of January, in the year","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim January 22 through January 28, 2017, as National School Choice Week. In Witness Whereof, I have hereunto set my hand this twenty-fifth day of January, in the year of our Lord two thousand seventeen, and of the Independence of the United States of America the two hundred and forty-first. DONALD J. TR...",Proclamation 9571 National School Choice Week 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12408,https://www.presidency.ucsb.edu/documents/proclamation-9570-national-day-patriotic-devotion,"January 20, 2017",Donald J. Trump,proclamation,First,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim January 20, 2017, as National Day","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim January 20, 2017, as National Day of Patriotic Devotion, in order to strengthen our bonds to each other and to our country—and to renew the duties of Government to the peopl...",Proclamation 9570 National Day Patriotic Devotion,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Donald J. Trump, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12417,https://www.presidency.ucsb.edu/documents/proclamation-9562-national-stalking-awareness-month-2017,"December 28, 2016",Barack Obama,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,do hereby proclaim January 2017 as National Stalking Awareness Month,"..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim January 2017 as National Stalking Awareness Month. I call upon all Americans to learn the signs of stalking, acknowledge stalking as a serious crime, and urge those affected not to be afrai...",Proclamation 9562 National Stalking Awareness Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Barack Obama, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12420,https://www.presidency.ucsb.edu/documents/proclamation-9560-national-mentoring-month-2017,"December 28, 2016",Barack Obama,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim January 2017 as National Mentoring Month. I call upon public officials, business and community leaders, educators, and Americans across the country to observe this month","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim January 2017 as National Mentoring Month. I call upon public officials, business and community leaders, educators, and Americans across the country to observe this month with appropriate ceremonies, activities, and programs. In Witness Whereof, I have hereunto set my hand this twenty-eighth day of December,...",Proclamation 9560 National Mentoring Month 2017,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Barack Obama, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
12421,https://www.presidency.ucsb.edu/documents/proclamation-9556-returning-the-flag-the-united-states-full-staff,"December 16, 2016",Barack Obama,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,proclamation without direct private-party effect trigger,,,Proclamation 9556 Returning The Flag The United States Full Staff,"[""By the authority vested in me by the Constitution and the laws of the United States of America,""]"
12424,https://www.presidency.ucsb.edu/documents/proclamation-9554-bill-rights-day-2016,"December 14, 2016",Barack Obama,proclamation,Second,4_28_2026_build_dev.csv,constitution_laws_vague_only,not_self_executing_legal_effect,ceremonial observance language,"do hereby proclaim December 15, 2016, as Bill of Rights Day. I call upon the people of the United States to mark this observance with appropriate ceremonies","..., President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States, do hereby proclaim December 15, 2016, as Bill of Rights Day. I call upon the people of the United States to mark this observance with appropriate ceremonies and activities. In Witness Whereof, I have hereunto set my hand this fourteenth day of December, in the year of our Lord two thousand sixt...",Proclamation 9554 Bill Rights Day 2016,"[""by virtue of the authority vested in me by the Constitution and the laws of the United States,"", ""Now, Therefore, I, Barack Obama, President of the United States of America, by virtue of the authority vested in me by the Constitution and the laws of the United States""]"
